episode,reward,time
1,-437.4532454463262,0.10229206085205078
2,-106.77929798648861,0.15819501876831055
3,-592.1448490461523,0.14844894409179688
4,-482.9516636160941,0.12571215629577637
5,-19.274949578073745,0.12008261680603027
6,-562.9267875100356,0.07703399658203125
7,-41.25768277431226,0.1276557445526123
8,-410.4534655633192,0.08361268043518066
9,-720.1323563830333,0.14712953567504883
10,-63.41816139239434,0.08861136436462402
11,-262.5721561428306,0.06730508804321289
12,-339.78749715955223,0.12476706504821777
13,-359.5965575410142,0.11080241203308105
14,-351.87929485676847,0.08697962760925293
15,-462.88271082499466,0.12098193168640137
16,-635.4064485755486,0.10207700729370117
17,-303.7372205297746,0.08505010604858398
18,-305.16412674158045,0.08097195625305176
19,-210.9820720865798,0.09059858322143555
20,-78.25212151964023,0.3265807628631592
21,-63.22559386187339,0.07675886154174805
22,-61.60192641091247,0.11927080154418945
23,-341.5383522377885,0.09237265586853027
24,-471.57823476804555,0.07526564598083496
25,-517.6101836343174,0.1219022274017334
26,-616.3723694026844,0.0968630313873291
27,-438.56936553419166,0.13955211639404297
28,-395.2328661213114,0.08421540260314941
29,-462.0464239589409,0.09952974319458008
30,-421.79609610661754,0.10264325141906738
31,-287.3960047322856,0.0786905288696289
32,-597.6443098803345,0.12877440452575684
33,-528.9441636702334,0.11724376678466797
34,-584.7634713244836,0.13987207412719727
35,-338.45076969456215,0.10655736923217773
36,-154.33518736377982,0.12061929702758789
37,-94.06092194262132,0.09521317481994629
38,-389.79873960079726,0.133225679397583
39,-444.0525491325729,0.09926342964172363
40,-471.35216806641915,0.3352353572845459
41,-80.62272030556193,0.11177301406860352
42,-255.1907658726299,0.0915381908416748
43,-138.35652033674089,0.08787155151367188
44,-320.52845726888864,0.10502219200134277
45,-353.63470286230415,0.1403656005859375
46,-387.79433801899916,0.10880732536315918
47,-265.5572501166991,0.08243227005004883
48,-79.8673085239808,0.10104203224182129
49,-490.85860421831404,0.14347362518310547
50,7.914012694850001,0.09224200248718262
