episode,reward,time
1,-477.432493023616,0.16853046417236328
2,-440.1436196124055,0.07441830635070801
3,-455.562463395205,0.0880892276763916
4,-484.1149877674412,0.09561610221862793
5,-11.68535366099934,0.075225830078125
6,-158.76082303267535,0.07670736312866211
7,-287.8251707834269,0.12127184867858887
8,-700.1731202239641,0.13199281692504883
9,-511.85573812236595,0.14032363891601562
10,-461.4918914446983,0.07438898086547852
11,-70.50030514151086,0.09504556655883789
12,-275.1526861237887,0.12362074851989746
13,-238.00023126842123,0.13856124877929688
14,-205.96965265114397,0.06308269500732422
15,-380.08004485216526,0.09807729721069336
16,-161.84563748466041,0.09224486351013184
17,-413.1714547692699,0.06692099571228027
18,-342.6311444129053,0.10291600227355957
19,-579.2349589586904,0.08294320106506348
20,-374.84139272163065,0.3136861324310303
21,-414.0385060383115,0.08874344825744629
22,-434.5341257174436,0.08118581771850586
23,-450.2480927474379,0.06387972831726074
24,-207.18730791755257,0.11627411842346191
25,-315.18898790464266,0.09643244743347168
26,-121.82182319152867,0.08046174049377441
27,-317.34150389553554,0.08353996276855469
28,-459.15265904019856,0.1351931095123291
29,-560.3918721543553,0.09679126739501953
30,-87.18369405841892,0.11107897758483887
31,-487.84825036253727,0.08594584465026855
32,-164.65378554374604,0.09237265586853027
33,-367.4113244911253,0.06988978385925293
34,-72.92566460850031,0.06340575218200684
35,-298.108954788416,0.0791172981262207
36,-332.2888632511425,0.09298419952392578
37,-502.52645846316204,0.0969080924987793
38,-326.7069583400628,0.09746599197387695
39,-151.76458888812448,0.16372418403625488
40,-564.7766589778041,0.31104135513305664
41,-497.01137420965404,0.11775565147399902
42,-431.39542313623826,0.09468317031860352
43,-290.58335393718494,0.07373309135437012
44,-155.1754623943848,0.10753941535949707
45,-278.0152262151622,0.10555148124694824
46,-504.72106712218545,0.11326050758361816
47,-69.9374590155295,0.05756330490112305
48,-285.39102873438986,0.0820150375366211
49,-512.9091245763298,0.07250332832336426
50,-69.36405738691658,0.10709118843078613
51,-352.13233899816726,0.06698441505432129
52,-445.8825378782784,0.09375429153442383
53,-67.45377255929233,0.10156059265136719
54,-266.0563494076158,0.08263683319091797
55,-432.8530236833626,0.06516075134277344
56,-81.12353051054262,0.06970858573913574
57,-133.7773819615287,0.08995795249938965
58,-494.86395659639413,0.07661104202270508
59,-83.64973091876286,0.09086489677429199
60,-138.83702724974492,0.27463436126708984
61,-413.1889864410368,0.09015583992004395
62,-482.3687199927765,0.0673685073852539
63,-27.807842018045477,0.08947563171386719
64,-19.263929511202775,0.1187899112701416
65,-300.37164868042953,0.12711548805236816
66,-439.2948661393787,0.11170220375061035
67,-262.33801178108047,0.11967682838439941
68,-403.08784708978493,0.08579587936401367
69,-411.83342338713584,0.17404842376708984
70,-168.51712490008305,0.07548284530639648
71,-421.163019853425,0.17710614204406738
72,-122.93321860981122,0.08755660057067871
73,-95.67244574391448,0.13271474838256836
74,-349.50950226094324,0.08884811401367188
75,-216.11062449149284,0.0776374340057373
76,-39.31945243037335,0.07673382759094238
77,-322.12971856380545,0.11337804794311523
78,-89.35590952523508,0.06639313697814941
79,-180.01417086225928,0.09956145286560059
80,-32.84591146061781,0.23467063903808594
81,-428.5429066253179,0.07126665115356445
82,-221.6633584599457,0.0803978443145752
83,-153.6998163928316,0.21732211112976074
84,-159.00372598824248,0.09815645217895508
85,-333.3039560004753,0.07577061653137207
86,-400.6864749594903,0.14541077613830566
87,-383.8775329026454,0.0698690414428711
88,-424.51506688862816,0.13454723358154297
89,-50.61775664604011,0.09060096740722656
90,-43.491828344016994,0.0831446647644043
91,-54.01820848488042,0.07593154907226562
92,-125.95433349412886,0.07581400871276855
93,-454.32781730431157,0.09778690338134766
94,-398.1158049902905,0.08303117752075195
95,-184.93990173382485,0.11084675788879395
96,-300.9467964463822,0.10465645790100098
97,-184.65053132287602,0.14158105850219727
98,-503.0061139458186,0.07201385498046875
99,-128.1301677680546,0.06963706016540527
100,-232.53192878732727,0.2706758975982666
101,-340.3967152530232,0.0899050235748291
102,-379.01882843795784,0.07920145988464355
103,-89.90120750957132,0.09632492065429688
104,-212.09825679824678,0.13305401802062988
105,-414.08215228868755,0.08137702941894531
106,-93.6867921711394,0.08816766738891602
107,-429.4134530974245,0.08809447288513184
108,-474.55182049087387,0.1317732334136963
109,-66.78095581602027,0.07641458511352539
110,-110.82123456496136,0.06542754173278809
111,-376.3147101335004,0.07768535614013672
112,-139.25551731291233,0.10315227508544922
113,-242.68740886767893,0.0715937614440918
114,-622.9220939454026,0.11962723731994629
115,-257.3324606226827,0.08196687698364258
116,-425.0978142162867,0.06912398338317871
117,-513.0710436082937,0.08694815635681152
118,-312.12302258610345,0.08541321754455566
119,-296.5545511929563,0.10386109352111816
120,-378.7766929352355,0.24579739570617676
121,-194.3257301909893,0.09542059898376465
122,-224.3239735510072,0.08970975875854492
123,-497.7447091262802,0.09722685813903809
124,-87.67446571860049,0.12308478355407715
125,-76.33441551016777,0.06602120399475098
126,-67.36877077332298,0.09028339385986328
127,-210.46827449362155,0.08176970481872559
128,-47.60397948358385,0.062415361404418945
129,-386.7387511083771,0.08022403717041016
130,-103.28389434830325,0.0978858470916748
131,-177.0600847417286,0.08842086791992188
132,-634.5709539832063,0.10912919044494629
133,-507.1717468452616,0.06428980827331543
134,-86.89428630607846,0.07126784324645996
135,-66.57240114965364,0.08870911598205566
136,-111.36307870205808,0.09292078018188477
137,-138.27843348801397,0.10744142532348633
138,-72.70048012002556,0.11840224266052246
139,-201.02001981590195,0.09280657768249512
140,-62.26023169778237,0.24453997611999512
141,-589.3851047755873,0.09241390228271484
142,-74.58113072654108,0.05959653854370117
143,-347.3600866431538,0.0801539421081543
144,-217.20054023276066,0.07360219955444336
145,-282.0270888748259,0.11627531051635742
146,-187.75360802323843,0.10673093795776367
147,-506.3250063951237,0.07583403587341309
148,-437.15097398400667,0.09069943428039551
149,-40.089684152980944,0.07637882232666016
150,-199.42078115482929,0.09256577491760254
151,-169.22652634971416,0.05844449996948242
152,-467.74451082429573,0.07885336875915527
153,-362.80031491162873,0.07125687599182129
154,-425.2858694181226,0.08681535720825195
155,-151.92398446568188,0.06291747093200684
156,-71.95039129186824,0.06525540351867676
157,-447.0876499934806,0.0912778377532959
158,-202.76259167435887,0.10260295867919922
159,-66.7923351166233,0.058141469955444336
160,-67.96172159367866,0.23475146293640137
161,-251.45036963467652,0.08186626434326172
162,-229.54368390773033,0.09665179252624512
163,-542.2956883279362,0.06404805183410645
164,-52.06366330184872,0.06840109825134277
165,-49.663232233115195,0.07422685623168945
166,-504.7558006827176,0.0725705623626709
167,-190.34825366560682,0.12631821632385254
168,-254.3020330811527,0.08397984504699707
169,-382.4429526583599,0.09155392646789551
170,-58.04364597723829,0.06395196914672852
171,-340.7124895080898,0.11491084098815918
172,-233.459700540648,0.07225251197814941
173,-430.0567093602199,0.11016035079956055
174,-322.20872375383027,0.0806894302368164
175,-35.68771740230487,0.05964994430541992
176,-426.5247132571724,0.0661153793334961
177,-334.43616318381703,0.07251286506652832
178,-365.15850411715786,0.07024240493774414
179,-91.34183348872907,0.06615781784057617
180,-342.84747901337573,0.44892024993896484
181,-237.45249541176963,0.16260313987731934
182,-141.709556104436,0.09913325309753418
183,-129.55717290967664,0.10808873176574707
184,2.371982186142219,0.07292723655700684
185,-66.61400089119695,0.10493779182434082
186,-24.58435397953349,0.07135438919067383
187,-267.67126754625554,0.06400036811828613
188,-410.07632573114864,0.10142350196838379
189,-207.39145027100332,0.08603382110595703
190,-110.12176302674592,0.08819866180419922
191,-146.92966249195715,0.06815195083618164
192,-22.691899864636994,0.09888768196105957
193,-117.88175677573409,0.07430553436279297
194,-160.41790723168032,0.09446954727172852
195,-209.17461922691763,0.07966160774230957
196,-41.42636712417339,0.11701774597167969
197,-317.24890817670325,0.08052587509155273
198,-189.44926362589592,0.11654925346374512
199,-95.03322745280221,0.09515595436096191
200,-168.8402637146854,0.2749810218811035
201,-314.1508233066364,0.08394885063171387
202,-259.3340523812938,0.0899965763092041
203,-288.8123833907806,0.08331727981567383
204,-233.4496167832017,0.09348034858703613
205,-272.5486320258544,0.08804583549499512
206,-122.06297134580313,0.0973203182220459
207,-470.09513322601754,0.12669062614440918
208,-104.04744052853964,0.09318852424621582
209,-61.86280365827547,0.06294560432434082
210,-187.4833006791851,0.08272719383239746
211,-199.50241495743134,0.09009385108947754
212,-323.88732115472874,0.07589960098266602
213,-289.1465499168336,0.10077786445617676
214,-442.16157777560215,0.10367918014526367
