episode,reward,time
1,-1185.444204955412,0.25368452072143555
2,-1565.2551656104863,0.16744136810302734
3,-1236.6067371690456,0.17317557334899902
4,-1344.3613115621501,0.1746506690979004
5,-1383.4626084848007,0.20019888877868652
6,-1190.3253987184096,0.17433476448059082
7,-1373.2339581315105,0.17603516578674316
8,-1219.44650554096,0.1776270866394043
9,-1314.18148020669,0.17600083351135254
10,-1195.8699040033973,0.17740345001220703
11,-1757.3608232423587,0.17372536659240723
12,-1190.5969109727419,0.18906140327453613
13,-1351.3731660344497,0.17012310028076172
14,-1314.6455887591173,0.173126220703125
15,-1315.226516209466,0.1786022186279297
16,-1361.984985854257,0.1733875274658203
17,-1376.5246516024692,0.1722123622894287
18,-1263.9097777318489,0.17714476585388184
19,-1203.4375686637236,0.17318081855773926
20,-1365.9818031417644,0.17042779922485352
21,-1201.9403920597251,0.17664885520935059
22,-1214.6036631725442,0.17544937133789062
23,-1366.9423895104032,0.16904520988464355
24,-1278.8059718703432,0.17560672760009766
25,-1204.3611981444262,0.17970919609069824
26,-1178.4370216552593,0.1776113510131836
27,-1069.6642556257077,0.17882084846496582
28,-1363.7987163083292,0.1794896125793457
29,-1367.7269956282541,0.18066883087158203
30,-1268.423859888945,0.17467856407165527
31,-1206.1889460690188,0.18100833892822266
32,-1286.1158017886646,0.18108367919921875
33,-1101.005410671728,0.18907642364501953
34,-1671.584252298178,0.17371606826782227
35,-1126.7919378986444,0.1766974925994873
36,-1194.3870854015986,0.1741631031036377
37,-1436.8655371070147,0.17367792129516602
38,-1224.2991726296623,0.18944787979125977
39,-1152.8857883653627,0.17595362663269043
40,-1065.2157853287206,0.17488908767700195
41,-1192.3982584997239,0.1734330654144287
42,-1575.8746194235036,0.17307639122009277
43,-1027.6399108851988,0.18179988861083984
44,-1098.6467934425768,0.1832423210144043
45,-1301.9957762980384,0.17681002616882324
46,-1245.3434341663592,0.17700624465942383
47,-1076.762917065081,0.17333364486694336
48,-1350.153026718018,0.17392849922180176
49,-1397.8836252340604,0.17926692962646484
50,-1488.4979262952702,0.17178559303283691
51,-1190.1829814452608,0.17272424697875977
52,-1204.375837311947,0.1742570400238037
53,-1328.4610174453724,0.17635250091552734
54,-1458.9672816384157,0.17293143272399902
55,-1395.6297776828085,0.1750352382659912
56,-1342.079741505324,0.1748180389404297
57,-1251.150144012301,0.1756744384765625
58,-1163.252884321956,0.17047977447509766
59,-1302.8775515398647,0.17041301727294922
60,-1116.2069790417274,0.19692707061767578
